id,text,sentiment
16,"LOCATION1 is great and best for transport, having tube and overground",None
733,LOCATION1 is great; not so much the other parts of LOCATION2,None
609,LOCATION1 is like a country village,None
630,LOCATION1 is located in the London borough of LOCATION1 and is in the Greater London area,None
370,LOCATION1 is lovely and not at all like LOCATION1,None
28,LOCATION1 is more residential ; mostly streets of houses and it will take longer to get in to the London,None
207,LOCATION1 is much better,None
2,"LOCATION1 is much more lively, good shops, more multicultural but borders on some rough areas",None
556,"LOCATION1 is n't safe , I used to live there and it is a disgusting , rough area",None
594,LOCATION1 is n't very friendly either,None
145,LOCATION1 is near LOCATION1 but it is quite a posh place,None
178,LOCATION1 is nice,None
107,LOCATION1 is nice  I live around the LOCATION1/richmond area,None
414,"LOCATION1 is nice , plenty of green spaces and several train stations I will be relocating to London for work in one month",Positive
434,"LOCATION1 is nice , the green belt is just 5 minutes away , its all fields there",Positive
575,"LOCATION1 is nice, but NOT cheap, and for my taste, too far out",None
35,"LOCATION1 is not the best place to be, esp for u young girls at night to be honest, and not much in the way of shopping either",None
221,LOCATION1 is often overlooked,None
93,LOCATION1 is ok,None
72,LOCATION1 is ok to live,None
88,"LOCATION1 is okay , houses are n't too expensive there London is not a safe London",None
247,LOCATION1 is on the Metropolitan Line of the Underground ; the trains are frequent and take 35 minutes to LOCATION1,None
378,LOCATION1 is on the Piccadilly line and you can commute to there in 30 minutes from virtually the most northerly point on the line about 10 miles out on the outskirts of London,None
619,"LOCATION1 is one of if not the most expensive areas in London, so if you're looking for reasonably pricing I'd avoid it",None
269,LOCATION1 is one of the best boroughs in London   there are 2 tube lines and numerous overhead train stations around,None
165,"LOCATION1 is one of the best places to live in South, Greater London",None
352,LOCATION1 is one of the nicest London Boroughs,None
11,"LOCATION1 is part of London , it 's not a town , merely an area of London",None
183,"LOCATION1 is pretty expensive , as are swathes of the rest of the borough",None
278,LOCATION1 is probably better although you may get noise from the Airport,None
66,LOCATION1 is probably safer than other areas,None
385,"LOCATION1 is quite a long way out of London , but its very green",Positive
30,LOCATION1 is quite a low rent area,None
82,"LOCATION1 is quite a nice area , it has a few universities in/around it and is also well know for being a place where young families live",None
257,LOCATION1 is really close to central London ( easy walk ) but very expensive rent,None
625,"LOCATION1 is really nice , lovely park and market",Positive
522,"LOCATION1 is right on the THames , we have a inner London farm , and several marines",Positive
306,"LOCATION1 is safe , in general ,  there is a high pick pocket rate , but keep your wits about you and do n't carry things in exposed pockets",None
478,"LOCATION1 is slightly more up market, it's an extremely vibrant area of London, and mainly consists of young and middle aged professionals",None
562,"LOCATION1 is slightly more upmarket , with good train/tube connections to London There 's nothing wrong with any of those areas but there is probably some truth in what you 've heard",None
475,LOCATION1 is something else,None
48,LOCATION1 is the address of choice for those with enough money to be able to choose anywhere they like,None
329,LOCATION1 is the best area,None
189,LOCATION1 is the best place to live in London,None
555,"LOCATION1 is the middle class end of LOCATION2 , the bit around the junction is working class",None
344,"LOCATION1 is the nicest suburb, but a little farther out",None
654,LOCATION1 is the worst part of London  LOCATION2 is safer,None
172,LOCATION1 is up and coming and then you have LOCATION1 right next to you,None
536,LOCATION1 is up and coming for young families,None
528,LOCATION1 is very attractive and is a short frequent suburban rail commute into central London,None
294,LOCATION1 is very cosmopolitan and good for DJ bars and Live Music Venues,None
216,LOCATION1 is very downmarket,None
74,LOCATION1 is very expensive to live and renting a flat there would cost you approx,None
111,LOCATION1 is very far from Central London and no buses except from nights go to Central London straight,None
227,LOCATION1 is very middle class with people with lots of money,None
512,"LOCATION1 is very nice, it is full of green space and one of the most picturesque parks in London",Positive
39,LOCATION1 is well connected on the Jubilee (zone 2) line being one of the newest lines and takes you to LOCATION2 or Bond Street in no time at all,None
393,LOCATION1 is well connected with three tube stations and is generally a plesant place to live,None
473,LOCATION1 is well worth a visit too - just hop on the DLR and it takes you straight there,None
363,LOCATION1 isn't to bad either,None
297,"LOCATION1 itself is a lovely area to live , my nans lived there for 30 years and I spend much of my child their",None
120,"LOCATION1 may be an excellent option , there 're relatively inexpensive areas there , and you can travel to richmond by bike $ 450 a week roughly equates to 1000 over here ( there 's not much point in you asking us in dollars seeing as that is n't the currency we use over here )",None
420,"LOCATION1 may be furhter out, but there is still loads to access, the river isn't far (down at LOCATION2)",None
80,LOCATION1 might sometimes have a bad reputation but actually much of it is quite nice depends very much which part of LOCATION1 you 're talking about,None
43,LOCATION1 near LOCATION1 would be ideal because there are direct trains to Gatwick from there,None
239,LOCATION1 offers many authentic indian restaurants such as dosa n chutney and chennai dosa,None
40,LOCATION1 or LOCATION2,None
729,"LOCATION1 or LOCATION2 , both have lots of restaurants and pubs",None
691,"LOCATION1 or LOCATION2 are no where near Central Ondon, and you'll spend all your time on trains",None
708,LOCATION1 or LOCATION2 if you can afford either of these areas,None
387,LOCATION1 prices (one answer recommended Ken,None
236,LOCATION1 runs on the victoria line,None
159,LOCATION1 seems to be full of teenagers these days and it can get quite touristy and dirty,None
519,LOCATION1 used to be utterly dreadful,None
418,LOCATION1 was a concrete jungle,None
417,LOCATION1 was probaly the first Irish community in London,None
525,LOCATION1 which is not far from LOCATION1 would be a better community to live in,None
468,LOCATION1 would be a good choice,None
428,LOCATION1 would be good,None
287,"LOCATION1's bloody horrible,  AND, I daresay, probably, bleedin' expensive an' all",None
391,LOCATION1's still quite central and has good bus and tube connections (and it's easy to get to LOCATION2 from there),None
698,"LOCATION1, LOCATION2  and surrounding areas are good",None
697,"LOCATION1, LOCATION2 its kind of scary people get mugged very often",None
668,"LOCATION1, London's most beautiful open space   LOCATION2, is mainly a Jewish area,",Positive
298,"LOCATION1, Middx - just slightly North, and a lovely place",None
616,"LOCATION1, a quieter area, although it will have local shops, restaurants etc  Not far from LOCATION2 and the River",Positive
444,"LOCATION1, beyond any doubt",None
532,"LOCATION1, if you don`t mind George Gallaway",None
375,"LOCATION1, it is a great place to go out for the day to shop or see a film, and has great nightlife as well",None
266,"LOCATION1, posh and down to earth at the same time",None
245,"LOCATION1, where I live, is quite at the hub nowadays",None
472,"LOCATION1, which has a lovely almost country village feel, and has a really cool bar called Zerodegrees which brews its own beer on site",None
719,LOCATION1/LOCATION2 road is a good area,None
210,"LOCATION1: Right, so yeah, it has its crime",None
634,"LOCATION2 (Location - South East) - Expensive apartment LOCATION1 (Location- Central ) - For the rich and famous, expensive and central",None
695,LOCATION2 / LOCATION1  are good places if you need to be more central - again similar price tag,None
350,LOCATION2 and LOCATION1,None
660,LOCATION2 and LOCATION1 are considered the 'nice' area's of London to live,None
689,LOCATION2 and LOCATION1 are easily accessible from many areas,None
703,"LOCATION2 and LOCATION1 are more areas to look if you want to settle down with a family , due to good schools , more green space , and being safer because they are further out ( Zones 4 , 5 and 6 ) , all these things are useless to a single 18 yo",Positive
687,LOCATION2 and LOCATION1 are nice places,None
635,LOCATION2 and LOCATION1 areas are good alternatives as well,None
742,"LOCATION2 and the LOCATION1 are cool, and I am going to stick my neck out here and say that the rest of London is basically boring",None
644,LOCATION2 is OK but LOCATION1 is also a much better place to shop which a large shopping centre called the Bentall centre,None
46,LOCATION2 is a 30 minute train ride from LOCATION1 Station in central London,None
723,LOCATION2 is a good area as well as LOCATION1 but this area has some crime,None
629,LOCATION2 is definitely improving because like LOCATION1 it is right along The Thames so it can make good use of the river,None
727,LOCATION2 is excellent for restaurants by LOCATION1 I think is tad cheaper,None
673,"LOCATION2 is not a nice area , as is most of LOCATION1",None
636,LOCATION2 is not too bad LOCATION1  is very upmarket and many artists live there,None
685,LOCATION2 is reasonably safe and LOCATION1 is ok,None
692,LOCATION2 is worse and LOCATION1 is even worse than that,None
312,LOCATION2 or LOCATION1,None
731,LOCATION2 or LOCATION1 are the best places,None
372,LOCATION2 town centre is larger and more important than LOCATION1's,None
728,"LOCATION2, LOCATION1 are bad news too",None
716,Let's face it I can't afford LOCATION1 or LOCATION2 ha,None
366,Like LOCATION1 and nearby,None
511,"Like most other parts of London , LOCATION1 is an area of contrasts",None
5,"Live in LOCATION1  LOCATION1  Mostly young people, nice area can be expensive though",None
108,"London is expensive, LOCATION1 especially so",None
199,Look for a place to live in LOCATION1 aswell,None
392,Look on Hostel sites  I like LOCATION1,None
76,Lordship Lane in LOCATION1,None
396,Make ure you take a visit to LOCATION1,None
480,"Many of the key tourist attractions, the residence of the Queen (Head of State) are all in a district-level municipality called the LOCATION1",None
205,"Many parts of LOCATION1, particularly in the north, have been well known as hotspots for drug dealing",None
71,"Many, but not all, of the shops around LOCATION1 are open until 9:00pm on Thursdays and Fridays, but further down Oxford Street only until 7:00 or 8:00pm",None
404,"Me aunt and uncle used to pick me up from outside LOCATION1 Tube station, when I used to go and stay with 'em as a teenager",None
174,Most are very expensive to rent or buy even the grotty little flats and bedsits in LOCATION1,None
149,Most of London is still pretty expensive my sister lives in LOCATION1 and it is cheaper,None
259,"Museum of Garden History, LOCATION1 Palace Road",None
559,My birth town is South LOCATION1 and some big names that I know of from around there,None
486,"My first time went to: Big Ben, Big Eye,LOCATION1, Madame Tussaud, LOCATION2's Believe it or Not, Science Museum and History Museum too",None
603,My friend lives somewhere in LOCATION1  i've never been to his house,None
397,"My friend was saying LOCATION1 is good , but the commute to Central London is very painful",None
61,"My hometown is LOCATION1, in SW London literally a walk into LOCATION1",None
110,My mother rents out her largest room for 90 a week and this in the heart of LOCATION1 Old Town,None
364,My partner was born in LOCATION1,None
577,"NW of LOCATION1 is LOCATION1, and that's pretty nice",None
656,Near pretty rough neighbourhoods like LOCATION1 and LOCATION2,None
578,Near to LOCATION1 are nicer areas within the London boroughs of Bexley and bromley,None
627,"Nearby is LOCATION1 which has Hampstead Heath, a HUGE park and tons of playgrounds for kids",Positive
675,Nearer to London is LOCATION2 or LOCATION1,None
305,New LOCATION1,None
384,North of the river Thames from the river Lea in the east to the river Colne in the west was the county of LOCATION1,None
198,Northwest London is a credible area of London in its own right and not just a subsect of LOCATION1,None
73,"Not LOCATION1, NW10 to be exact",None
491,Not much in way of night life but very close to LOCATION2 and LOCATION1,None
492,Not to far from LOCATION2 is LOCATION1,None
541,"Now I am not saying that this is true in every case (for example, my mum actually says that LOCATION1 is in London, whereas my mate's cousin who is 25 says that it is definitely Kent)",None
118,"Now live in Hertfordshire, although some family still live in LOCATION1",None
146,"OR we could stay at my sisters flat, which is in a place called Battlebridge Court in LOCATION1",None
150,"Of the 3 areas you mentioned, LOCATION1 is the safest",None
231,Old LOCATION1 around the outlet to the tunnel is pretty grotty,None
122,"On the other hand i personally live in LOCATION1 , very nice area, and i personally feel that it's allot better than LOCATION2",None
454,One nice thing is that the Tube goes to LOCATION1 so you can easily get in to central London  I was born near LOCATION1,None
402,One of the main areas where Irish people used to live is LOCATION1,None
184,One of them will be attending the London Hotel School (W14 0AE) in LOCATION1,None
142,One place I could easily identify is LOCATION1 which is on Jubilee line,None
141,"Or Living in LOCATION1, crime is not high and the location is very 'cushy'",None
255,Or try LOCATION1 where you can get more for your money,None
206,"Or, how about LOCATION1, which is in Kent but also part of London",None
632,Out of the two I'd prefer LOCATION1 to LOCATION1,None
318,"Out of these i would say, LOCATION1 (upper)",None
339,Outside of office hours it 's nearly deserted LOCATION1 is quite the senic area,Positive
228,"Parts of LOCATION1 are cheaper and nice for the money, but on the wrong side of the river",None
286,"Penthouse, top floor overlooking LOCATION2) 3) LOCATION1 (Selection of stylish 1 bedroom apartments located in stunning and original warehouse conversion (WAR1) It is a fantastic flat with exposed brick walls",None
745,"People are saying LOCATION2 and LOCATION1 etc, but we warned that aint all good",None
102,"People in LOCATION1, wembley or richmond would be a lot more likely to say they live in London",None
262,Perhaps start with North or LOCATION1,None
100,"Personally , I do n't think LOCATION1 is that bad",None
401,"Personally I prefer LOCATION1 - greener, better restaurants and shopping;  better public transport too",Positive
667,Personally I think all of LOCATION1 is too crowded to I chose to live in LOCATION2 (SE London),None
44,"Personally, I live right on the edge of London in LOCATION1, Essex",None
639,"Personally, I would go for LOCATION2 or LOCATION1",None
293,"Personally, having lived there, I would say LOCATION1 was a little more 'upmarket' but watch out for the planes - a lot of houses in LOCATION1 are on the landing flightpath into heathrow which can be very irritating at around 4.30/5.00 in the morning, especially in summer",None
320,Places near LOCATION1 NOT to live,None
569,Property prices in LOCATION1 are not cheap,None
295,RE: where does the origin of the south London name 'LOCATION1' come from,None
148,"Seriously think LOCATION1 still has that Mary Poppins type architecture to it , not a crazy observation great place to spend one 's childhood",None
371,Shame on her  LOCATION1 is an old classic,None
3,"Since basically the 1920s and 30s even places like LOCATION2 and LOCATION1 right on the edge of London have had the Tube, so that may help residents of those places to feel more attached to London",None
456,"Some areas on the Piccadilly line around Arnos Grove, LOCATION1, LOCATION2 etc are very nice and are worth a look",None
485,Some people have suggested LOCATION2 and LOCATION1,None
170,Some where between the airport and LOCATION1,None
746,"Somebody else on here was mentioning the boroughs of LOCATION1 and LOCATION2 as being cheap, affordable and safe, and I agree with that",None
657,South is popular LOCATION1 down to LOCATION2 - good transport links with Brighton and the south coast at the other end,None
400,"St  Paul's, LOCATION1, The Temple, London LOCATION2 Palace, Harrods, the Science Museum, the Natural History Museum Tower of London, Tower Bridge The locations above are covered in our Guide to London's Tower Hill",None
683,Stay away from LOCATION1  it's where everyone gets stabbed  WHATEVER YOU DO DON'T GO TO LOCATION2 AT NIGHT,None
552,Stay away from LOCATION1 and the housing estates which are the poorer run-down areas,None
137,Suburban areas differ   I live in LOCATION1 and late night shopping is Thursdays   but only until 8:00pm,None
368,TW14 9HQ Tel: 07966546829 Al Harem Address: (LOCATION1) Leicester,None
426,"Take a rivercruise to LOCATION1, nice market, bars, and GMT",None
560,Take the Tavistock Square bus and go to LOCATION1 - plenty cheap there,None
283,"Tel: 0207 403 3761. Tower of London information | LOCATION2 information | Hotels near Tower Bridge 3. Buckingham Palace - Popularly known as ""Buck House"", has served as the Monarch`s permanent London residence since the accession of Queen LOCATION1",None
663,"Thanks in advance for any advice  LOCATION2 and LOCATION1 are both very safe, leafy London boroughs with a wide range of good restaurants, bars and clubs as well as excellent transport links to the centre (we don't say 'downtown' here)",Positive
517,The Chiltern Railways line Birmingham to LOCATION1 stops at wembley Stadium,None
121,The LOCATION1 (which is most of the rest of London) is where lots of Londoners live but there are tons of other areas as well,None
161,The LOCATION1 area is a bit rough,None
421,"The LOCATION1 is in the Lower Lea Valley area, and also LOCATION2 which is the major area for the Olympic Games",None
208,The London Aquarium on the LOCATION1 ( near the London Eye ) is very pushchair friendly and they have lifts to every level,None
440,"The above answerer is right, the other side of LOCATION1 is much worse, but LOCATION1 Park is not amazing",None
17,The above will give you a resident's view of LOCATION1 Kent  Be advised - LOCATION1 is in London: the London borough of Bexley to be precise,None
192,"The amount of times my mate has told me that story in the black Lion, LOCATION1 Rd",None
171,"The area around LOCATION1 is OK sort of bohemian, middle-class area with some nice houses and interesting stores and restaurants",None
386,"The area around LOCATION1 is very nice with pubs, cafes and shops nearby Victoria Park Road is said to be the longest one way thoroughfare in London",None
503,The area around LOCATION1 is worth a look now ( it used to be hell on earth until very recently),None
224,"The area is busy all day and at night because of its proximity to LOCATION1, LOCATION2, and Charlotte St (with all its restaurants and bars)",None
187,The best clubs in London are definitely in LOCATION1 (don't be put off by the fact Amy Winehouse lives there),None
693,The best place for gay/lesbian bars are either around Oxford Street in LOCATION1 or down in LOCATION2 in South London,None
726,The best place you can live is LOCATION2 and LOCATION1 in Surrey,None
653,"The best places would be LOCATION2, LOCATION1",None
584,"The borough of LOCATION1 includes both the place where Tony Blair's family lives, and LOCATION1 (possibly the worst place in the world EVER)",None
276,The campus is in LOCATION1 Road,None
732,The dangerous places i know are: LOCATION1 LOCATION2 Full of knife crime,None
13,"The houses are mostly very nice there, and you are also very close to LOCATION1 (10 mins) and from LOCATION2 (30 mins)  I wouldn't want to live on the main road itself there, but most of the roads off it seem fairly nice",None
334,"The location is great though, because you can get to virtually anywhere in London from LOCATION1 or by bus",None
52,The main LOCATION1 Road is safeish because it is busy,None
595,The main one to avoid is LOCATION1,None
725,The majority of wealthy families lived around LOCATION2 and In general the LOCATION1 was where the poorer lived,None
665,The more expensive places are LOCATION2 and LOCATION1,None
563,The nicer streets in LOCATION1 (SE5) aren't that expensive especially the bit near LOCATION1 station,None
395,"The official centre of London is a statue of King Charles I in an area called LOCATION1, which is in LOCATION2",None
209,The only credible one would be LOCATION1  That's the largest woodland in the London area,Positive
457,The only negative thing about living in LOCATION1 that I can think of is that it is very expensive,None
131,"The other London is LOCATION1,Home to the Queen and Parliament",None
284,"The reputation as London 's red light district is old-fashioned and no longer deserved , and LOCATION1 is very cosmopolitian and trendy with a high gay population",None
638,The safest boroughs across all crime categories are LOCATION2 and LOCATION1,None
694,The towns of LOCATION2 and LOCATION1 are also both lovely towns,None
75,The tube station is on the Northern line just one stop from LOCATION1,None
422,"The underground and busy market places such as LOCATION1, can have its share of pick-pockets and muggers just like anywhere else has",None
550,The very centre of London (places like LOCATION1) are very well off and there are lower levels of crime,None
49,Then LOCATION1 Road to the A40(M) flyover,None
81,"There are 27,000 Portuguese people living in LOCATION1",None
337,There are VERY nice parts in LOCATION1 too,None
163,"There are free spectacles throughout the year, but one of the most warmly enjoyed is Guy Fawkes' Night (November 5), when parks throughout the country hold spectacular fireworks displays: LOCATION2 and Ravenscourt Park are two of the best  On New Year's Eve thousands of revelers descend on Trafalgar Square and the LOCATION1 to watch more free fireworks",None
508,"There are lots of things to do depends on WHERE in LOCATION1 you are though, and WHAT your into as well",None
529,"There are many areas of LOCATION1 with quite large Indian populations, and you may find that you money goes further there",None
200,There are many nice places in south and LOCATION1 in particular,None
506,"There are others in West London as well (such as Regent's Park), but East is by far better  Zam Zam, Green St, LOCATION1",None
176,There are some great places to live near  LOCATION1LOCATION1 but without the higher property prices,None
439,"There are three separate lines of the underground network that go though LOCATION1 station, so it's quite well connected",None
315,There aren't villages in London unless you mean LOCATION1 Village which is not Central London,None
233,"There is a 24 hour bus, the 176, which goes to Oxford St  There are other buses which go to LOCATION1",None
539,There is a large Ghanian community who live and work in the LOCATION1 area,None
407,There is a lot of new building going on just west of LOCATION1 right on the River,None
413,"There is a thriving Irish community in and around LOCATION1, LOCATION1",None
351,"There is always something happening on the LOCATION1 as well, and if you can The London Eye",None
513,"There is an Odeon cinema, WH Smith, Peacocks, KFC, Subway, Police Station, independent cafes and restaurants, 99p store, Adams, New Look, Clarks, Sainsburys local, Iceland, Lidls, loads of charity shops, Boots, Superdrug etc  It's a multi cultural area with a large number of afro/caribbean (particularly Somalian towards the LOCATION1 Common end) residents, Indian / Pakistani / Polish as well as White British and Irish",None
300,There is no longer a base in LOCATION1 but there are some RAF married quarters,None
327,"There's a Leisure park in LOCATION1 nearby - it has a bowling alley, a big swimming pool, a cinema and restaurants",None
355,"There's a lot of drug dens, prostitution and crime in LOCATION1 - so yep, great",None
280,There's a pub right outside LOCATION1 station called the Swan that was always a really good time -,None
58,"There's an American International School there, the village is LOCATION1",None
730,Therefore probably avoid places like LOCATION1 and LOCATION2,None
99,"Theres a great shop in LOCATION1  tesco, believe it or not",None
34,"These are some of the wealthiest areas of London, and many of them, like LOCATION1, are primarily residential",None
333,"These days, who could afford to live in LOCATION1 except the celebrities and the riches",None
56,They are developing the river front area between LOCATION1 and Gravesend in Kent and calling it the Thames Gateway,None
659,They have a housing system for their schools  so I don't know if it includes pricey areas like LOCATION1 and LOCATION2,None
135,Thinking about LOCATION1 being on the Northern line how about LOCATION2,None
481,This article I read actually states that in recent years LOCATION1 has become very upscale with increasingly rising property values,None
343,Time out market guide~ LOCATION1 is becoming quite a good place to stay,None
647,Try LOCATION2 or LOCATION1 for some good curry and Indianan culture,None
688,Try SW/SE or south but be care full you check (not LOCATION2 or LOCATION1),None
680,Try looking at LOCATION2 or LOCATION1 boroughs,None
281,"Unlike being a tourist in China, where even the backpackers are kings, my $12/hour Canadian job is considered huge over there, the English will bring me down to my knees making my travels there panhandling partly even though I am a security guard in Canada as a profession  LOCATION1 to LOCATION2 takes 45 mins on the train  Catch the first north bound helicopter I am moving to London to live with my Girlfriend who is a student there",None
483,"Unlike some places that become pricey because they are trendy, LOCATION1 is understated cool",None
79,We are considering a one year move to London to the LOCATION1 location of my husbands company,None
203,"We parked in a side street in LOCATION1 once; we were gone five minutes, came back and our hubcaps had been stollen",None
538,"Well , LOCATION1 is pretty dreadful",None
260,"Well yes, if you can afford to live in LOCATION1 then it would be great but very very expensive",None
130,"Western parts of the area are often listed as being part of LOCATION1, understandable perhaps because the Hassidic Jewish community of LOCATION1 extends across the border, and the imposing New Synagogue is part of the area",None
696,When I lived in London I really wanted to live at LOCATION1 or LOCATION2 but couldn't find an affordable house at the time,None
526,"When I was two Years old I lived in LOCATION1, London",None
416,"With the LOCATION1 where Big Ben, Oxford Street and Buckingham Palace are all located being the most dangerous",None
445,Yet people living in LOCATION1 do not like to think of it as London or Kent,None
534,You are both I think having lived here in LOCATION1 for nearly fifty years I am able to advise a little without heading out into hyberbole,None
678,You can also walk to LOCATION1 or LOCATION2 which both have cool bars and restaurants,None
237,You could also consider LOCATION1 for flat/house shares too,None
156,You could also look at LOCATION1 in Surrey which is about 20 minutes to LOCATION2,None
186,You could also try LOCATION1,None
548,You could live in the LOCATION1 area,None
611,"You could look further out at Robertsbridge  LOCATION1 near the station Its in West London , decent shopping, good transport links, loads of parks for your kids",Positive
711,You could take in the above suggestions of LOCATION1 or LOCATION2 if you are a millionaire,None
649,You could try LOCATION1 but keep away from the LOCATION2,None
147,You don't say where you are working so no point recommending somewhere in South London if you're going to be working in LOCATION1,None
570,You may also see the fireworks from south of the River somewhere on the LOCATION1,None
661,"You might also like to give places like LOCATION1 and LOCATION2 a try, especially along their river fronts",Positive
97,You might find a 3 bedroom flat (apartment) somewhere like LOCATION2/LOCATION1 in the South-West for that money - and it'll take you about an hour to get to Marleybone with train and tube,None
737,"You might want to consider LOCATION1 or parts of LOCATION2,all up and coming areas and  ,are relatively quite pleasant and affordable areas to live in and not too far in terms of commuting distance to central London",None
547,"You should move to LOCATION1 - it's clean, friendly, not as expensive as Central London and has the correct balance between suburbian and London life",None
347,You will baffle your mates in America  If you're over 30 Liverpool Under 30 Arsenal or United  or maybe LOCATION1,None
714,You'll love LOCATION2 and LOCATION1,None
89,Your best best is to get a tube in from LOCATION1 but you will have to get a night bus (Look on the TFL website for timetables and routes) back - I would advise maybe one to LOCATION1 central and then a licensed cab to your hotel as the local cabs can be a rip off,None
169,"Your other options is to go north - LOCATION1, say",None
362,"Your rent goes further in LOCATION1 than many parts of the centre, west and north",None
324,"alternatively, you could stay in LOCATION1/LOCATION2 area",None
353,another place to go is LOCATION1,None
674,as for LOCATION2 and LOCATION1  i normally avoid it  full of tourists and over priced,None
682,"avoid LOCATION2 and LOCATION1 , the rest is ok to good",None
359,cheapest borough is LOCATION1,None
399,check it out LOCATION1's not a bad place either,None
722,"districts including LOCATION2 and LOCATION1 are also in relatively the same position, problems but they are cheaper",None
493,edit re Additional Details: You ask about LOCATION1 too,None
214,"found that when I was pregnant, I wanted to move out of being in a young trendy area (LOCATION2) in a flat to moving slightly further out so i could have a house with a garden (LOCATION1)",None
143,"given that I don't live in the LOCATION1 area, I very very rarely get the chance to take the DLR",None
92,having lived in the LOCATION1 for a while  I have found that it can be a lovely area,None
614,head to LOCATION1 if historical buildings and antique markets are more your cup of tea,None
272,hope that helps  I lived on the border of LOCATION2 and LOCATION1 for 4 months while studying abroad,None
423,"i fall under LOCATION1 - big hello to other Londoners form the north, south and east too",None
706,i have lived in London my whole life and have lived all over  (LOCATION1 LOCATION2) are definitely my favourites,None
238,"i live by LOCATION1,safe as houses and great pubs/restaurants along the river you'll love it there :)",None
545,i live in LOCATION1 and LOCATION1 isn't as bad as everyone thinks and the houses are beautiful,None
25,"i live in LOCATION1, and walk into central London (3 miles) all the time",None
193,i lived in LOCATION1 for a time during my stay there so nice,None
219,i lived in LOCATION1 we had a 1 bed flat cost 56 per week it was through a housing association,None
664,"if I had enough money, I would definitely live in LOCATION2 or LOCATION1",None
4,"if you can afford it , LOCATION1 is a lovely area",None
115,if you fancy going North try LOCATION1,None
252,"if you want to  shop I would recommend Westfield which is located in LOCATION1, West London",None
501,"im not looking to move solely based on the commute everyday as I wont be going into London daily , just if I ever wanted to go out in London I know I can jump on a train quite easily LOCATION1 is just outside London which is only 20 minutes away by frequent fast train",None
437,im out in LOCATION1,None
101,in London outskirts ( south of London ) there are 2 nice area's more affordable than LOCATION2 like LOCATION1,None
380,its so close to LOCATION2 there would be loads of bankers staying on the LOCATION1 which would push rent up high,None
291,just don't live in LOCATION1,None
471,kate moss was born in LOCATION1 like Me,None
138,laulau and john LOCATION1 has been part of The London LOCATION2 of Bexley since 1965 and Griscely explicitly asked for areas outside of London altogether,None
738,lots of lovely scenery in LOCATION1 and LOCATION2,Positive
15,maybe LOCATION1 which is the first stop of the central line and u have the forest to explore,Positive
290,most places in LOCATION1 is messed up,None
651,my other favorites are LOCATION1 and LOCATION2,None
360,no need to live in LOCATION1 which is generally less accessible,None
453,opinion - LOCATION1 is a hole to live in,None
557,or maybe he'll go sumwhere in LOCATION1 who knos  He may not even be in London in 30 days,None
264,personally my favourite area is LOCATION1 but you need to be rich to live there,None
367,quiet suburban areas with good transport links like LOCATION1 are highly sought after and therefore expensive,None
427,"she used to live down LOCATION1 avenue, allthough theyre tearing that house to bits so i think shes probably sold it",None
42,"some of those streets above LOCATION1 are quite nice but maybe be careful how late at night you walk down from the tube, LOCATION1 tube at night can be particlarly nasty",None
114,t  Try LOCATION1 NW10. It will fit in your budget,None
514,"t also says its in the west and LOCATION1, how can it be at both",None
586,the area around St Mary le LOCATION1 church was taken over by banks and the Finance industry,None
431,the borough of LOCATION1 is  quite quiet and boring,None
583,"the ones around LOCATION1 are more expensive, generally further out from there cheaper, as long as on tube",None
736,"there aren't many nice places in south east, mayb LOCATION2 and LOCATION1 isn't as bad as everyone thinks and the houses are beautiful",None
672,there is good shopping in nearby LOCATION1 and LOCATION2,None
637,they are boroughs and I would imagine LOCATION2 or LOCATION1 would be the cheapest boroughs however they are also the roughest,None
194,try areas such as LOCATION1 that have a trendy feel and are popular with young professionals,None
106,two french students were brutally murdered in LOCATION1 on Sunday,None
23,was there ever a victorian / or tudor palace called LOCATION1 that a duke lived in,None
365,we lived in LOCATION1 and liked how close it was to shops,None
379,"wembley is inside the boundary line for Greater London, LOCATION1 ss outside",None
466,west LOCATION1 is handy,None
123,whatever happens in LOCATION1 is non-violent and relativly unislamic,None
390,why so many people think cockneys only come from LOCATION1,None
621,you can find similar palces in High Street LOCATION1 but you have to be patient and look properly,None
712,you can live out as far as LOCATION1/LOCATION2 which is on the edge of Greater London  and it only takes you about 20mins by train to commute right into Central London,None
68,you can probably get a room in LOCATION1 or LOCATION2 inside a more easygoing house,None
442,you do realise that LOCATION1 and LOCATION2 are IN Greater London,None
507,"you live around the LOCATION1 station, there's a National Railway route that will take you directly to LOCATION1 in about 30 minutes",None
510,you'll LOVE LOCATION1,None
